,dti,emp_length,issue_d,loan_amnt,purpose,rejected
460242,15.79,5,8/4/2016,5000,debt_consolidation,1
460243,42.42,5,8/4/2016,20000,debt_consolidation,1
460244,157.79,0,8/4/2016,20000,debt_consolidation,1
460245,22.42,5,8/4/2016,5000,other,1
460246,14.86,0,8/4/2016,1000,Debt consolidation,1
460247,7.08,,8/4/2016,15000,debt_consolidation,1
460248,54.16,0,8/4/2016,17000,debt_consolidation,1
460249,3.04,0,8/4/2016,3000,medical,1
460250,34.95,,8/4/2016,5000,credit_card,1
460251,29.22,5,8/4/2016,1000,other,0
460252,29.58,0,8/4/2016,1000,medical,1
460253,1.59,5,8/4/2016,20000,debt_consolidation,1
460255,8.67,0,8/4/2016,15000,home_improvement,0
460256,11.45,0,8/4/2016,5000,debt_consolidation,1
460257,74.36,,8/4/2016,6000,debt_consolidation,1
460258,28.6,0,8/4/2016,3500,other,1
460259,12.46,0,8/4/2016,40000,debt_consolidation,1
460260,9.08,0,8/4/2016,20000,credit_card,1
460261,10.28,10,8/4/2016,30000,Credit card refinancing,1
460262,16.58,,8/4/2016,5000,Debt consolidation,1
460263,44.6,5,8/4/2016,1500,other,1
460264,41.2,0,8/4/2016,2500,other,1
460265,31.89,,8/4/2016,15000,debt_consolidation,1
460266,4.66,0,8/4/2016,20000,medical,1
460267,9.52,5,8/4/2016,15000,home_improvement,1
460268,59.36,0,8/4/2016,30000,debt_consolidation,1
460270,53.62,0,8/4/2016,2500,other,1
460271,7.72,0,8/4/2016,35000,home_improvement,1
460272,24.27,0,8/4/2016,2500,vacation,1
460273,64,5,8/4/2016,1500,other,0
460274,40.87,0,8/4/2016,40000,debt_consolidation,1
460275,8.16,0,8/4/2016,25000,debt_consolidation,1
460276,1.01,5,8/4/2016,10000,other,1
460277,0,0,8/4/2016,2500,medical,1
460278,15.31,0,8/4/2016,15000,credit_card,0
460279,33.04,0,8/4/2016,5000,debt_consolidation,1
460280,4.23,5,8/4/2016,9000,home_improvement,1
460281,11.72,5,8/4/2016,35000,house,0
460282,28.66,5,8/4/2016,24000,debt_consolidation,1
460283,3.6,0,8/4/2016,3000,home_improvement,1
460284,14.34,2,8/4/2016,9000,Other,1
460285,25.97,,8/4/2016,15000,credit_card,1
460286,1.79,0,8/4/2016,12000,other,1
460287,23.43,0,8/4/2016,20000,debt_consolidation,0
460288,37.9,0,8/4/2016,20000,debt_consolidation,1
460289,27,0,8/4/2016,5000,credit_card,1
460290,35.86,0,8/4/2016,5000,debt_consolidation,1
460291,12.13,5,8/4/2016,1500,vacation,1
460292,11.78,,8/4/2016,5000,Debt consolidation,0
460293,35.48,10,8/4/2016,5000,other,1
460294,23.8,0,8/4/2016,2000,other,1
460295,37.09,0,8/4/2016,15000,debt_consolidation,1
460296,39.68,5,8/4/2016,30000,debt_consolidation,1
460297,32.7,0,8/4/2016,12000,other,0
460298,44.68,0,8/4/2016,20000,debt_consolidation,1
460299,25.8,5,8/4/2016,1000,debt_consolidation,1
460300,17.89,0,8/4/2016,10000,debt_consolidation,1
460301,42.04,,8/4/2016,10000,debt_consolidation,1
460302,5.77,0,8/4/2016,20000,debt_consolidation,1
460303,37.86,0,8/4/2016,40000,debt_consolidation,0
460304,23.69,0,8/4/2016,18000,debt_consolidation,1
460305,29.91,0,8/4/2016,4000,other,0
460306,8.48,5,8/4/2016,10000,debt_consolidation,0
460307,24.96,10,8/4/2016,16000,Debt consolidation,0
460308,156.49,0,8/4/2016,14000,other,1
460309,5.76,0,8/4/2016,15000,other,1
460310,24.83,0,8/4/2016,5500,other,0
460311,10.36,0,8/4/2016,1000,major_purchase,0
460312,15.56,0,8/4/2016,10000,small_business,1
460313,43.6,0,8/4/2016,10000,debt_consolidation,0
460314,33.79,5,8/4/2016,10000,debt_consolidation,0
460315,67.97,0,8/4/2016,3000,vacation,0
460316,33.5,5,8/4/2016,5000,debt_consolidation,0
460317,60.81,0,8/4/2016,20000,debt_consolidation,1
460318,38.77,0,8/4/2016,5000,other,1
460319,4.14,0,8/4/2016,20000,other,1
460320,21.9,0,8/4/2016,5000,small_business,1
460324,15.76,0,8/4/2016,25000,moving,1
460325,10.08,5,8/4/2016,5000,credit_card,1
460326,20.32,0,8/4/2016,15000,debt_consolidation,1
460327,76.22,0,8/4/2016,2500,other,1
460329,82.8,0,8/4/2016,28000,debt_consolidation,1
460330,19.49,10,8/4/2016,15000,debt_consolidation,1
460331,2.92,0,8/4/2016,5000,debt_consolidation,0
460332,3.3,0,8/4/2016,5000,debt_consolidation,0
460333,13.59,5,8/4/2016,25000,other,1
460334,60.8,5,8/4/2016,10000,credit_card,0
460336,38.23,0,8/4/2016,5000,credit_card,1
460338,9.56,0,8/4/2016,15000,debt_consolidation,1
460339,41.2,5,8/4/2016,6000,debt_consolidation,0
460340,35.94,,8/4/2016,3000,car,1
460341,54.68,0,8/4/2016,40000,debt_consolidation,1
460342,6.9,0,8/4/2016,5000,other,1
460343,16.41,0,8/4/2016,5000,house,1
460344,5.86,0,8/4/2016,2500,home_improvement,1
460345,31.07,0,8/4/2016,20000,debt_consolidation,1
460346,18.72,0,8/4/2016,20000,credit_card,1
460347,29.64,5,8/4/2016,35000,debt_consolidation,1
460348,25.1,0,8/4/2016,2000,other,1
460350,26.2,5,8/4/2016,6000,debt_consolidation,1
460351,27.53,5,8/4/2016,15000,car,1
460352,49.23,5,8/4/2016,10000,credit_card,1
460355,21.37,0,8/4/2016,40000,debt_consolidation,1
460356,20.4,5,8/4/2016,10000,credit_card,0
460357,13.72,0,8/4/2016,15000,debt_consolidation,1
460358,47.7,0,8/4/2016,5000,other,1
460359,8.1,0,8/4/2016,40000,debt_consolidation,0
460360,74.77,0,8/4/2016,5000,other,1
460362,29.5,5,8/4/2016,2500,credit_card,1
460363,42.18,5,8/4/2016,35000,small_business,1
460364,78.13,,8/4/2016,1500,moving,1
460365,29.03,5,8/4/2016,11075,credit_card,1
460366,38.6,0,8/4/2016,7000,debt_consolidation,1
460367,22.56,5,8/4/2016,5000,debt_consolidation,1
460368,33.49,5,8/4/2016,30000,credit_card,1
460369,59.43,5,8/4/2016,15000,credit_card,1
460371,49.13,,8/4/2016,15000,credit_card,1
460372,15.99,0,8/4/2016,10000,debt_consolidation,1
460373,2.69,5,8/4/2016,5000,house,1
460374,4.51,5,8/4/2016,4000,major_purchase,1
460375,0,0,8/4/2016,4500,car,1
460377,6.02,10,8/4/2016,4000,Debt consolidation,1
460378,33.13,0,8/4/2016,20000,debt_consolidation,1
460379,22.65,5,8/4/2016,1000,other,1
460380,0,,8/4/2016,4000,debt_consolidation,1
460381,15.47,0,8/4/2016,8000,major_purchase,1
460382,16.07,0,8/4/2016,30000,debt_consolidation,1
460383,48.41,5,8/4/2016,4325,home_improvement,1
460384,8.58,0,8/4/2016,2500,other,0
460385,49,5,8/4/2016,1000,other,1
460386,3.97,5,8/4/2016,6000,credit_card,1
460387,15.91,5,8/4/2016,1000,other,1
460388,12.48,0,8/4/2016,15000,debt_consolidation,0
460389,1.48,0,8/4/2016,3000,debt_consolidation,1
460390,18.4,,8/4/2016,9000,credit_card,1
460391,0,0,8/4/2016,3000,other,1
460392,2.44,0,8/4/2016,1000,debt_consolidation,1
460393,30.29,0,8/4/2016,12000,debt_consolidation,1
460394,0.68,0,8/4/2016,5000,other,1
460396,12.55,0,8/4/2016,5000,debt_consolidation,1
460397,19.87,0,8/4/2016,7000,other,1
460398,29.19,0,8/4/2016,10000,debt_consolidation,1
460399,31.86,5,8/4/2016,8000,credit_card,1
460400,7.22,0,8/4/2016,18000,debt_consolidation,1
460402,0.86,0,8/4/2016,2500,other,1
460403,3.6,0,8/4/2016,5000,other,1
460404,20.46,5,8/4/2016,3000,debt_consolidation,0
460405,30.15,0,8/4/2016,35000,debt_consolidation,1
460406,2.5,0,8/4/2016,3000,vacation,1
460407,1.74,0,8/4/2016,2500,other,0
460408,49.67,5,8/4/2016,5000,debt_consolidation,1
460409,48.31,0,8/4/2016,6000,debt_consolidation,1
460412,7.7,5,8/4/2016,13000,debt_consolidation,1
460413,28.73,5,8/4/2016,20000,credit_card,1
460414,16.24,0,8/4/2016,1000,debt_consolidation,1
460415,13.4,5,8/4/2016,20000,debt_consolidation,1
460416,10.38,,8/4/2016,3000,debt_consolidation,1
460417,1,5,8/4/2016,3000,small_business,1
460418,18.06,5,8/4/2016,5000,debt_consolidation,1
460419,22.83,0,8/4/2016,5000,debt_consolidation,1
460420,26.53,,8/4/2016,1000,other,1
460421,47.06,0,8/4/2016,10000,debt_consolidation,1
460422,1.87,0,8/4/2016,5000,debt_consolidation,1
460423,18.11,0,8/4/2016,27000,major_purchase,0
460426,19.67,5,8/4/2016,21125,debt_consolidation,1
460427,14.8,,8/4/2016,3000,debt_consolidation,1
460428,0,0,8/4/2016,3500,other,0
460429,13.08,0,8/4/2016,4000,debt_consolidation,1
460430,25.2,4,8/4/2016,2000,Credit card refinancing,1
460431,21.03,0,8/4/2016,18000,other,0
460433,17.87,0,8/4/2016,5000,other,1
460434,62.49,0,8/4/2016,35000,debt_consolidation,1
460435,68.77,0,8/4/2016,20000,debt_consolidation,1
460436,10.43,0,8/4/2016,20000,debt_consolidation,1
460437,45.28,0,8/4/2016,1400,debt_consolidation,0
460438,7.22,0,8/4/2016,1500,medical,1
460440,18.06,0,8/4/2016,1000,moving,1
460441,32.65,,8/4/2016,24000,debt_consolidation,1
460442,0.3,5,8/4/2016,5000,debt_consolidation,0
460443,17.01,0,8/4/2016,29000,debt_consolidation,1
460444,23.09,5,8/4/2016,5000,debt_consolidation,1
460445,10.88,0,8/4/2016,20000,debt_consolidation,1
460447,20.86,0,8/4/2016,15000,credit_card,1
460448,4.86,0,8/4/2016,5000,debt_consolidation,0
460449,14.59,0,8/4/2016,2500,medical,1
460450,8.95,0,8/4/2016,3000,moving,1
460451,22.71,5,8/4/2016,15000,credit_card,1
460452,22.94,0,8/4/2016,25000,debt_consolidation,1
460453,88.4,5,8/4/2016,2000,moving,1
460454,4.24,0,8/4/2016,3000,home_improvement,1
460455,22.41,0,8/4/2016,30000,debt_consolidation,1
460456,9.71,0,8/4/2016,12000,other,1
460457,49.96,5,8/4/2016,8000,other,1
460458,4.45,0,8/4/2016,6000,other,1
460459,6.95,0,8/4/2016,3000,moving,1
460460,0.57,0,8/4/2016,2000,debt_consolidation,1
460461,23.96,0,8/4/2016,35000,debt_consolidation,1
460462,35.08,5,8/4/2016,1000,other,1
460463,19.96,,8/4/2016,40000,Debt consolidation,1
460464,23.22,0,8/4/2016,20000,debt_consolidation,1
460466,2.94,0,8/4/2016,17000,major_purchase,1
460467,14.68,5,8/4/2016,15000,credit_card,1
522486,19.86,0,8/9/2016,20000,debt_consolidation,1
522487,33.27,0,8/9/2016,8500,debt_consolidation,1
522488,88.99,0,8/9/2016,33000,debt_consolidation,1
522489,16.78,0,8/9/2016,10000,car,1
522490,32.16,5,8/9/2016,25000,credit_card,1
522491,29.15,0,8/9/2016,8500,debt_consolidation,1
522492,6.32,0,8/9/2016,20000,other,1
522493,37,0,8/9/2016,10000,medical,1
522494,6.04,2,8/9/2016,3000,Debt consolidation,1
522495,12.21,3,8/9/2016,4200,Moving and relocation,0
522496,0,0,8/9/2016,8000,debt_consolidation,1
522497,0,5,8/9/2016,10000,other,1
522498,38.55,0,8/9/2016,30000,major_purchase,1
522499,13.17,5,8/9/2016,6750,credit_card,1
522500,17.09,0,8/9/2016,1500,debt_consolidation,1
522501,9.77,0,8/9/2016,4000,debt_consolidation,1
522502,11.64,0,8/9/2016,40000,debt_consolidation,0
522503,11.92,5,8/9/2016,10000,home_improvement,1
522504,41.23,0,8/9/2016,10500,credit_card,1
522505,3.53,0,8/9/2016,25000,car,1
522506,28.23,0,8/9/2016,10000,other,0
522507,18.45,5,8/9/2016,18000,debt_consolidation,1
522508,32.6,0,8/9/2016,25000,debt_consolidation,1
522509,0.58,0,8/9/2016,2000,debt_consolidation,1
522510,60.73,0,8/9/2016,35000,debt_consolidation,1
522511,50,,8/9/2016,15000,debt_consolidation,1
522512,53.5,0,8/9/2016,20000,debt_consolidation,1
522513,22.15,0,8/9/2016,35000,house,1
522514,8.2,5,8/9/2016,1000,debt_consolidation,1
522515,155.06,0,8/9/2016,15000,debt_consolidation,1
522516,28.38,0,8/9/2016,6000,debt_consolidation,1
522517,22.26,5,8/9/2016,25000,credit_card,1
522518,20.49,0,8/9/2016,40000,debt_consolidation,1
522519,29.02,0,8/9/2016,25000,credit_card,1
522520,24.85,0,8/9/2016,1500,debt_consolidation,1
522521,12.37,0,8/9/2016,6000,other,1
522522,49.9,0,8/9/2016,15000,debt_consolidation,1
522523,27.54,0,8/9/2016,2900,other,1
522524,4.07,0,8/9/2016,6400,debt_consolidation,1
522525,29.49,0,8/9/2016,25000,debt_consolidation,1
522526,32.12,0,8/9/2016,10000,other,1
522527,7.43,0,8/9/2016,25000,Other,1
522528,21.01,0,8/9/2016,10000,debt_consolidation,1
522529,20.21,5,8/9/2016,5000,vacation,0
522530,13.32,0,8/9/2016,30000,debt_consolidation,1
522531,33.42,,8/9/2016,2500,other,1
522532,26.38,0,8/9/2016,35000,house,1
522533,42.59,0,8/9/2016,28000,debt_consolidation,1
522534,91.6,0,8/9/2016,1000,debt_consolidation,1
522535,5.64,5,8/9/2016,5000,other,1
522536,42.38,0,8/9/2016,5000,vacation,1
522537,30.83,0,8/9/2016,7500,debt_consolidation,1
522539,40.7,0,8/9/2016,12000,debt_consolidation,1
522540,51.35,0,8/9/2016,6000,debt_consolidation,1
522541,15.85,0,8/9/2016,17500,debt_consolidation,1
522542,27.1,0,8/9/2016,4000,debt_consolidation,1
522543,8.8,5,8/9/2016,10000,credit_card,1
522544,8.52,0,8/9/2016,5000,debt_consolidation,1
522545,14.97,0,8/9/2016,1000,other,1
522546,49.36,0,8/9/2016,20000,debt_consolidation,1
522547,65.55,0,8/9/2016,8000,credit_card,1
522548,34.84,0,8/9/2016,10000,debt_consolidation,0
522549,62.22,0,8/9/2016,10000,debt_consolidation,1
522550,30.72,0,8/9/2016,5000,debt_consolidation,1
522551,0,0,8/9/2016,3500,debt_consolidation,1
522552,1.84,5,8/9/2016,20000,home_improvement,1
522553,29.33,0,8/9/2016,5000,debt_consolidation,1
522554,20.11,0,8/9/2016,1000,major_purchase,1
522555,16.38,0,8/9/2016,8000,credit_card,1
522556,33.92,0,8/9/2016,20000,debt_consolidation,1
522557,5.43,0,8/9/2016,2500,other,1
522558,15.59,0,8/9/2016,4000,debt_consolidation,1
522559,11.05,5,8/9/2016,5000,credit_card,0
522560,23.57,,8/9/2016,7000,credit_card,1
522561,33.61,,8/9/2016,12000,debt_consolidation,1
522562,54.73,0,8/9/2016,10000,debt_consolidation,1
522563,52.02,0,8/9/2016,25000,debt_consolidation,0
522564,23.21,0,8/9/2016,12000,debt_consolidation,1
522565,34.8,0,8/9/2016,2000,debt_consolidation,1
522566,55.29,0,8/9/2016,10000,debt_consolidation,0
522567,16.95,0,8/9/2016,7500,debt_consolidation,1
522568,13.64,0,8/9/2016,10000,debt_consolidation,1
522569,21.03,0,8/9/2016,10000,debt_consolidation,1
522570,17.83,5,8/9/2016,35000,debt_consolidation,1
522571,18.81,0,8/9/2016,15000,major_purchase,1
522572,36.84,0,8/9/2016,10000,debt_consolidation,1
522573,21.67,0,8/9/2016,7000,home_improvement,1
522574,10.83,0,8/9/2016,10000,debt_consolidation,0
522575,21.05,0,8/9/2016,3000,debt_consolidation,1
522576,8.14,0,8/9/2016,27000,car,1
522577,1,0,8/9/2016,5000,debt_consolidation,0
522578,37.81,0,8/9/2016,2500,medical,1
522579,12.05,0,8/9/2016,3000,debt_consolidation,1
522580,1,0,8/9/2016,5000,moving,1
522581,9.23,0,8/9/2016,40000,home_improvement,1
522582,36.96,5,8/9/2016,6000,other,1
522583,25.19,0,8/9/2016,10000,debt_consolidation,1
522584,26.44,0,8/9/2016,10000,debt_consolidation,1
522585,4.58,0,8/9/2016,10000,debt_consolidation,1
522586,60.27,0,8/9/2016,30000,debt_consolidation,1
522587,36.08,0,8/9/2016,35000,debt_consolidation,1
522588,38.99,0,8/9/2016,6500,home_improvement,1
522589,6.57,0,8/9/2016,3000,debt_consolidation,1
522590,2.2,5,8/9/2016,2000,other,1
522591,19.89,5,8/9/2016,3500,other,1
522592,18.08,0,8/9/2016,6000,other,1
522593,36.65,5,8/9/2016,2500,vacation,1
522594,26.86,0,8/9/2016,4000,credit_card,1
522595,2.19,0,8/9/2016,22000,vacation,1
522596,7.68,0,8/9/2016,3000,debt_consolidation,1
522597,38.61,0,8/9/2016,5000,debt_consolidation,1
522598,17.94,5,8/9/2016,10000,debt_consolidation,1
522599,23.09,0,8/9/2016,7500,debt_consolidation,1
522600,10.08,0,8/9/2016,1000,vacation,0
522601,39.21,0,8/9/2016,25000,debt_consolidation,0
522602,39.56,0,8/9/2016,35000,credit_card,0
522603,23.97,5,8/9/2016,20000,other,1
522604,0,0,8/9/2016,1000,medical,1
522605,6.36,5,8/9/2016,35000,other,1
522606,2.65,0,8/9/2016,15000,major_purchase,1
522607,17.64,,8/9/2016,10000,Debt consolidation,1
522608,23.13,0,8/9/2016,7000,medical,1
522609,0,0,8/9/2016,20000,other,1
522611,4.8,5,8/9/2016,5000,credit_card,1
522612,18.19,0,8/9/2016,5000,credit_card,1
522613,33.54,0,8/9/2016,25000,debt_consolidation,1
522614,24.05,0,8/9/2016,3500,debt_consolidation,1
522615,59.47,,8/9/2016,33525,credit_card,1
522616,11.28,0,8/9/2016,10000,debt_consolidation,0
522617,19.89,7,8/9/2016,35000,debt_consolidation,0
522618,25.74,5,8/9/2016,10000,credit_card,1
522619,6.66,5,8/9/2016,7000,debt_consolidation,1
522620,38.18,0,8/9/2016,10000,debt_consolidation,1
522621,46.91,0,8/9/2016,10000,home_improvement,1
522622,45.6,0,8/9/2016,5000,debt_consolidation,1
522623,66.73,0,8/9/2016,12000,debt_consolidation,1
522624,6.84,5,8/9/2016,15000,debt_consolidation,1
522625,18.33,0,8/9/2016,2000,debt_consolidation,1
522626,38.72,0,8/9/2016,30000,debt_consolidation,1
522627,14.21,0,8/9/2016,2000,debt_consolidation,1
522629,5.6,0,8/9/2016,10000,debt_consolidation,1
522630,0,0,8/9/2016,35000,debt_consolidation,1
522631,46.95,0,8/9/2016,4000,major_purchase,1
522632,30.64,0,8/9/2016,5000,debt_consolidation,1
522633,58.24,0,8/9/2016,3000,medical,1
522634,40.1,0,8/9/2016,10000,debt_consolidation,1
522635,58,0,8/9/2016,1000,debt_consolidation,1
522636,41.76,5,8/9/2016,8000,debt_consolidation,1
522637,45.58,0,8/9/2016,8000,credit_card,0
522638,53.73,0,8/9/2016,10000,debt_consolidation,1
522639,45.32,5,8/9/2016,35000,debt_consolidation,1
522640,0,0,8/9/2016,2000,debt_consolidation,0
522641,40.73,0,8/9/2016,15000,debt_consolidation,1
522642,37.57,0,8/9/2016,3500,major_purchase,1
522643,14.9,0,8/9/2016,20000,home_improvement,1
522644,50.51,0,8/9/2016,15000,credit_card,1
522645,0,0,8/9/2016,1000,vacation,1
522646,21.14,0,8/9/2016,5000,debt_consolidation,1
522647,0.58,0,8/9/2016,20000,debt_consolidation,1
522648,20.87,0,8/9/2016,4600,debt_consolidation,1
522649,19.71,8,8/9/2016,10000,Debt consolidation,1
522650,0.38,5,8/9/2016,35000,small_business,1
604524,21.4,5,8/14/2016,3000,debt_consolidation,1
604525,25.39,5,8/14/2016,20000,credit_card,1
604527,1.08,5,8/14/2016,10000,debt_consolidation,1
604528,35.8,5,8/14/2016,10000,credit_card,1
604529,18.81,,8/14/2016,5000,home_improvement,1
604530,0,0,8/14/2016,2000,debt_consolidation,1
604531,19.78,0,8/14/2016,5000,credit_card,1
604532,18.86,0,8/14/2016,40000,other,0
604533,31.06,0,8/14/2016,40000,debt_consolidation,1
604534,8.44,0,8/14/2016,12000,debt_consolidation,1
604535,36.99,,8/14/2016,15000,debt_consolidation,1
604536,24.75,6,8/14/2016,10000,Debt consolidation,1
604537,17.29,0,8/14/2016,15000,other,1
604538,27.91,0,8/14/2016,8000,debt_consolidation,1
604539,3,5,8/14/2016,2000,other,1
604540,31.64,0,8/14/2016,2000,other,1
604541,11.07,0,8/14/2016,4000,home_improvement,0
604542,39.89,,8/14/2016,25000,debt_consolidation,1
604543,8.98,5,8/14/2016,5000,medical,1
604544,25.43,7,8/14/2016,12000,Medical expenses,1
604545,27.12,5,8/14/2016,16000,debt_consolidation,1
604546,36.2,0,8/14/2016,10000,other,1
604547,40.47,0,8/14/2016,30000,credit_card,1
604548,32.84,0,8/14/2016,5000,debt_consolidation,0
604549,20.09,0,8/14/2016,1000,debt_consolidation,1
604550,11.41,0,8/14/2016,10000,debt_consolidation,1
604551,81.26,0,8/14/2016,20000,debt_consolidation,1
604552,15.14,0,8/14/2016,5000,debt_consolidation,1
604553,22.91,0,8/14/2016,10000,debt_consolidation,0
604554,5.04,,8/14/2016,2000,home_improvement,1
604555,75.89,,8/14/2016,3000,other,1
604556,17.83,0,8/14/2016,20000,debt_consolidation,1
604557,12.17,2,8/14/2016,5000,Other,1
604558,33.64,5,8/14/2016,32000,debt_consolidation,1
604559,1.92,5,8/14/2016,3000,car,1
604560,37.07,0,8/14/2016,12000,debt_consolidation,1
604561,6.67,5,8/14/2016,1000,other,1
604562,69.3,0,8/14/2016,15000,other,1
604563,9.41,0,8/14/2016,6000,debt_consolidation,1
604564,29.09,0,8/14/2016,3000,moving,0
604565,24.25,0,8/14/2016,25000,debt_consolidation,1
604566,27.77,10,8/14/2016,40000,Debt consolidation,1
604567,34.44,0,8/14/2016,9500,car,0
604568,22.57,0,8/14/2016,2000,debt_consolidation,1
604569,42.42,5,8/14/2016,1000,debt_consolidation,1
604570,12.9,5,8/14/2016,15000,debt_consolidation,1
604571,19.52,5,8/14/2016,18000,credit_card,1
604572,62.48,,8/14/2016,18000,debt_consolidation,0
604573,16.84,5,8/14/2016,35000,credit_card,1
604574,0.86,5,8/14/2016,4500,car,1
604575,58.3,0,8/14/2016,10000,other,1
604576,33.52,0,8/14/2016,2400,home_improvement,1
604577,6.58,5,8/14/2016,1200,credit_card,0
604578,20.93,0,8/14/2016,10000,home_improvement,1
604579,15.71,5,8/14/2016,30000,house,1
604580,5.17,0,8/14/2016,10000,debt_consolidation,1
604581,3.56,0,8/14/2016,1000,debt_consolidation,1
604582,13.88,,8/14/2016,2000,other,1
604583,24.25,0,8/14/2016,20000,small_business,1
604584,84.76,0,8/14/2016,20000,debt_consolidation,1
604585,44.25,0,8/14/2016,40000,debt_consolidation,1
604586,0,0,8/14/2016,3000,other,1
604587,13.06,10,8/14/2016,10000,Debt consolidation,1
604588,28.93,0,8/14/2016,35000,debt_consolidation,1
604589,90.67,5,8/14/2016,1000,debt_consolidation,1
604590,13.5,5,8/14/2016,4000,debt_consolidation,1
604591,37.6,5,8/14/2016,18000,credit_card,1
604592,14.3,0,8/14/2016,10000,other,1
604593,1.05,5,8/14/2016,7500,small_business,1
604594,0,5,8/14/2016,4500,other,0
604597,41.21,0,8/14/2016,15000,debt_consolidation,1
604598,65.41,,8/14/2016,25000,debt_consolidation,1
604599,18.4,0,8/14/2016,5000,debt_consolidation,1
